name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Dwight King,20142015,81,1163.94,13,13,26,127,10.24,3,2,47.24,0.0,1.0,1.0,1.0,L,23.4,182.0,0
Dwight King,20152016,47,678.15,7,6,13,48,14.58,2,5,28.060000000000002,0.0,0.0,0.0,4.0,L,23.4,182.0,0
Dylan Demelo,20152016,45,611.76,2,2,4,42,4.76,0,0,54.0,2.0,2.0,4.0,8.0,D,23.4,182.0,0
Dylan Larkin,20152016,80,1319.54,23,22,45,221,10.41,41,59,169.42,4.0,1.0,5.0,32.0,"C,R",9.6,91.8,100%
Dylan Mcilrath,20152016,34,479.74,2,2,4,28,7.14,0,0,2.14,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Dylan Olsen,20132014,44,678.02,3,9,12,60,5.0,0,0,15.01,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Dylan Olsen,20142015,44,699.45,2,6,8,44,4.55,0,0,29.41,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Dylan Olsen,20152016,8,110.05,0,1,1,9,0.0,0,0,2.21,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Ed Jovanovski,20132014,37,598.15,1,4,5,44,2.27,0,0,62.160000000000004,0.0,1.0,1.0,8.0,D,23.4,182.0,0
Elias Lindholm,20132014,58,841.3,9,12,21,70,12.86,106,123,146.81,4.0,3.0,7.0,22.0,C,23.4,182.0,0
Elias Lindholm,20142015,81,1326.77,17,22,39,170,10.0,115,105,200.57999999999998,2.0,11.0,13.0,26.0,C,23.4,182.0,0
Elias Lindholm,20152016,82,1481.4,11,28,39,176,6.25,213,221,213.42000000000002,2.0,11.0,13.0,25.0,C,23.4,182.0,0
Emerson Etem,20132014,29,369.52,7,4,11,44,15.91,0,1,20.669999999999998,2.0,0.0,2.0,5.0,R,23.4,182.0,0
Emerson Etem,20142015,45,551.52,5,5,10,77,6.49,2,2,15.11,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Emerson Etem,20152016,58,762.02,7,8,15,100,7.0,2,2,10.68,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Eriah Hayes,20132014,15,117.0,1,0,1,17,5.88,9,12,1.65,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Eric Boulton,20132014,23,147.46,2,2,4,21,9.52,0,0,3.87,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Eric Boulton,20142015,10,71.89,2,0,2,9,22.22,0,0,1.24,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Eric Brewer,20132014,77,1349.3,4,14,18,83,4.82,0,0,9.22,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Eric Brewer,20142015,44,816.98,3,8,11,33,9.09,0,0,9.84,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Eric Fehr,20132014,73,1076.95,13,18,31,138,9.42,196,230,55.99,0.0,1.0,1.0,10.0,R,23.4,182.0,0
Eric Fehr,20142015,75,1113.45,19,14,33,142,13.38,449,414,22.87,1.0,0.0,1.0,2.0,R,23.4,182.0,0
Eric Fehr,20152016,55,716.88,8,6,14,74,10.81,107,135,28.13,0.0,1.0,1.0,3.0,R,23.4,182.0,0
Eric Gelinas,20132014,60,1013.87,7,22,29,124,5.65,0,0,153.52,4.0,12.0,16.0,43.0,D,23.4,182.0,0
Eric Gelinas,20142015,61,999.01,6,13,19,112,5.36,0,0,135.39,3.0,5.0,8.0,27.0,D,23.4,182.0,0
Eric Gelinas,20152016,40,551.37,1,5,6,55,1.82,0,0,55.190000000000005,1.0,3.0,4.0,9.0,D,23.4,182.0,0
Eric Gryba,20132014,57,997.59,2,9,11,57,3.51,0,0,13.02,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Eric Gryba,20142015,75,1170.61,0,12,12,64,0.0,0,0,9.18,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Eric Gryba,20152016,53,945.69,1,5,6,58,1.72,0,0,6.69,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Eric Nystrom,20132014,79,1169.61,15,6,21,120,12.5,2,8,12.72,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Eric Nystrom,20142015,60,789.61,7,5,12,60,11.67,4,8,9.299999999999999,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Eric Nystrom,20152016,46,526.97,7,0,7,27,25.93,1,1,6.58,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Eric O'Dell,20132014,30,290.48,3,4,7,17,17.65,77,78,14.26,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Eric O'Dell,20142015,11,81.7,0,1,1,6,0.0,18,23,1.99,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Eric Staal,20132014,79,1599.43,21,40,61,230,9.13,754,676,264.63,1.0,11.0,12.0,40.0,C,14.7,162.6,9%
Eric Staal,20142015,77,1448.65,23,31,54,244,9.43,343,326,197.74,7.0,7.0,14.0,37.0,C,14.7,162.6,9%
Eric Staal,20152016,83,1539.17,13,26,39,199,6.53,446,396,217.15,1.0,6.0,7.0,32.0,C,14.7,162.6,9%
Eric Tangradi,20132014,55,476.2,3,3,6,52,5.77,3,0,14.07,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Erik Cole,20132014,75,1137.45,16,13,29,139,11.51,19,22,192.25,3.0,4.0,7.0,29.0,L,23.4,182.0,0
Erik Cole,20142015,68,987.93,21,18,39,122,17.21,5,11,129.17000000000002,3.0,6.0,9.0,14.0,L,23.4,182.0,0
Erik Condra,20132014,76,884.47,6,10,16,85,7.06,1,14,6.33,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Erik Condra,20142015,68,981.65,9,14,23,106,8.49,2,7,20.14,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Erik Condra,20152016,54,577.82,6,5,11,58,10.34,1,2,11.0,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Erik Gudbranson,20132014,65,1166.47,3,6,9,92,3.26,0,0,67.54,0.0,1.0,1.0,7.0,D,23.4,182.0,0
Erik Gudbranson,20142015,76,1410.42,4,9,13,110,3.64,0,0,74.71000000000001,0.0,4.0,4.0,13.0,D,23.4,182.0,0
Erik Gudbranson,20152016,64,1281.62,2,7,9,73,2.74,0,0,31.38,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Erik Gustafsson,20152016,41,633.11,0,14,14,58,0.0,0,0,71.68,0.0,1.0,1.0,6.0,D,23.4,182.0,0
Erik Gustafsson 2,20132014,31,541.2,2,8,10,30,6.67,0,0,26.610000000000003,0.0,2.0,2.0,0.0,D,23.4,182.0,0
Erik Haula,20132014,46,466.62,6,9,15,56,10.71,161,187,5.89,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Erik Haula,20142015,72,874.24,7,7,14,92,7.61,260,313,15.44,1.0,0.0,1.0,1.0,L,23.4,182.0,0
Erik Haula,20152016,76,966.58,14,20,34,100,14.0,416,365,20.42,0.0,0.0,0.0,3.0,L,23.4,182.0,0
Erik Johnson,20132014,80,1831.42,9,30,39,157,5.73,0,0,215.53,2.0,12.0,14.0,39.0,D,14.7,161.2,15%
Erik Johnson,20142015,47,1142.25,12,11,23,115,10.43,0,0,127.21000000000001,3.0,3.0,6.0,26.0,D,14.7,161.2,15%
Erik Johnson,20152016,73,1704.37,11,16,27,175,6.29,0,1,161.27,3.0,3.0,6.0,22.0,D,14.7,161.2,15%
Erik Karlsson,20132014,82,2204.64,20,54,74,257,7.78,0,0,330.31,5.0,25.0,30.0,52.0,D,2.2,16.4,100%
Erik Karlsson,20142015,82,2223.79,21,45,66,292,7.19,0,0,389.5,6.0,24.0,30.0,93.0,D,2.2,16.4,100%
Erik Karlsson,20152016,82,2342.26,16,66,82,248,6.45,0,1,360.03999999999996,1.0,23.0,24.0,56.0,D,2.2,16.4,100%
Evander Kane,20132014,63,1275.48,19,22,41,250,7.6,45,60,146.51999999999998,1.0,3.0,4.0,37.0,L,14.5,162.1,12%
Evander Kane,20142015,37,713.33,10,12,22,126,7.94,30,37,80.81,3.0,2.0,5.0,20.0,L,14.5,162.1,12%
Evander Kane,20152016,65,1363.76,20,15,35,271,7.38,62,62,171.10999999999999,2.0,4.0,6.0,44.0,L,14.5,162.1,12%
Evgeni Malkin,20132014,60,1202.15,23,49,72,191,12.04,303,318,270.15,7.0,22.0,29.0,83.0,C,2.6,22.1,100%
Evgeni Malkin,20142015,69,1301.79,28,42,70,212,13.21,322,433,241.72000000000003,9.0,16.0,25.0,61.0,C,2.6,22.1,100%
Evgeni Malkin,20152016,57,1101.85,27,31,58,162,16.67,317,438,202.54,10.0,16.0,26.0,56.0,C,2.6,22.1,100%
Evgeny Kuznetsov,20132014,17,227.72,3,6,9,22,13.64,5,22,20.16,0.0,2.0,2.0,3.0,C,2.4,20.0,100%
Evgeny Kuznetsov,20142015,80,1065.91,11,26,37,127,8.66,304,377,123.02000000000001,4.0,8.0,12.0,27.0,C,2.4,20.0,100%
Evgeny Kuznetsov,20152016,82,1427.56,20,57,77,193,10.36,543,594,189.82999999999998,4.0,13.0,17.0,35.0,C,2.4,20.0,100%
Evgeny Medvedev,20152016,45,844.33,4,8,12,71,5.63,0,0,88.36,1.0,2.0,3.0,14.0,D,23.4,182.0,0
Fedor Tyutin,20132014,69,1472.43,4,22,26,87,4.6,0,0,126.82,1.0,8.0,9.0,27.0,D,23.4,182.0,0
Fedor Tyutin,20142015,67,1330.61,3,12,15,56,5.36,0,0,33.48,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Fedor Tyutin,20152016,61,1070.8,1,2,3,25,4.0,0,0,12.24,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Filip Forsberg,20132014,13,147.83,1,4,5,20,5.0,0,0,25.409999999999997,1.0,3.0,4.0,4.0,L,5.5,48.3,100%
Filip Forsberg,20142015,82,1412.44,26,37,63,237,10.97,3,4,233.37,5.0,12.0,17.0,38.0,L,5.5,48.3,100%
Filip Forsberg,20152016,82,1558.74,33,31,64,247,13.36,2,7,220.85,7.0,15.0,22.0,50.0,L,5.5,48.3,100%
Francis Bouillon,20132014,52,917.57,2,4,6,34,5.88,0,0,81.9,0.0,1.0,1.0,8.0,D,23.4,182.0,0
Francois Beauchemin,20132014,70,1610.3,4,13,17,100,4.0,0,0,129.62,1.0,2.0,3.0,17.0,D,23.4,182.0,0
Francois Beauchemin,20142015,64,1454.01,11,10,21,110,10.0,1,0,108.43,2.0,1.0,3.0,23.0,D,23.4,182.0,0
Francois Beauchemin,20152016,82,2043.33,8,26,34,127,6.3,0,0,188.95999999999998,2.0,8.0,10.0,23.0,D,23.4,182.0,0
Frank Corrado,20132014,15,187.6,1,0,1,20,5.0,0,0,9.39,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Frank Corrado,20142015,10,156.38,1,0,1,8,12.5,0,0,3.85,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Frank Corrado,20152016,39,563.43,1,5,6,46,2.17,0,0,22.12,0.0,1.0,1.0,10.0,D,23.4,182.0,0
Frank Vatrano,20152016,39,463.03,8,3,11,99,8.08,0,3,12.43,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Frans Nielsen,20132014,80,1455.92,25,33,58,167,14.97,534,550,257.57,5.0,15.0,20.0,35.0,C,14.6,164.0,5%
Frans Nielsen,20142015,78,1288.52,14,29,43,157,8.92,506,544,214.59,4.0,14.0,18.0,35.0,C,14.6,164.0,5%
Frans Nielsen,20152016,81,1433.56,20,32,52,181,11.05,586,583,218.07999999999998,7.0,13.0,20.0,26.0,C,14.6,164.0,5%
Frazer Mclaren,20132014,27,108.24,0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Freddie Hamilton,20132014,11,113.78,0,0,0,13,0.0,14,22,2.57,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Freddie Hamilton,20142015,18,136.44,1,0,1,11,9.09,24,37,3.86,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Frederik Gauthier,20152016,7,96.83,0,1,1,3,0.0,52,58,1.57,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Fredrik Claesson,20152016,16,308.23,0,2,2,15,0.0,0,0,1.32,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Gabriel Bourque,20132014,74,1022.51,9,17,26,108,8.33,0,1,38.77,0.0,1.0,1.0,6.0,L,23.4,182.0,0
Gabriel Bourque,20142015,69,827.78,3,10,13,76,3.95,3,3,25.7,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Gabriel Bourque,20152016,22,271.01,1,3,4,25,4.0,0,1,7.54,0.0,0.0,0.0,3.0,L,23.4,182.0,0
Gabriel Landeskog,20132014,81,1507.98,26,39,65,222,11.71,13,5,201.70999999999998,4.0,5.0,9.0,29.0,L,7.3,69.1,100%
Gabriel Landeskog,20142015,82,1507.67,23,36,59,214,10.75,16,29,196.21,8.0,9.0,17.0,39.0,L,7.3,69.1,100%
Gabriel Landeskog,20152016,75,1411.48,20,33,53,170,11.76,31,24,208.77,2.0,9.0,11.0,23.0,L,7.3,69.1,100%
Garnet Hathaway,20152016,14,168.31,0,3,3,11,0.0,1,3,2.09,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Garrett Wilson,20152016,29,271.77,0,0,0,28,0.0,0,1,12.01,0.0,0.0,0.0,1.0,L,23.4,182.0,0
George Parros,20132014,22,100.47,0,1,1,4,0.0,0,0,1.7,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Grant Clitsome,20132014,32,631.1,2,10,12,42,4.76,0,0,47.74,0.0,2.0,2.0,10.0,D,23.4,182.0,0
Grant Clitsome,20142015,24,392.69,0,4,4,22,0.0,0,0,15.48,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Greg Mckegg,20152016,15,123.81,2,0,2,14,14.29,50,61,3.31,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Greg Pateryn,20142015,17,215.13,0,0,0,10,0.0,0,0,2.24,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Greg Pateryn,20152016,38,635.0,1,6,7,32,3.12,0,0,16.54,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Gregory Campbell,20132014,82,975.46,8,13,21,84,9.52,358,391,23.33,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Gregory Campbell,20142015,70,849.2,6,6,12,64,9.38,339,293,18.29,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Gregory Campbell,20152016,82,866.07,3,8,11,58,5.17,229,253,8.24,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Griffin Reinhart,20142015,8,113.35,0,1,1,4,0.0,0,0,0.43,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Griffin Reinhart,20152016,29,522.56,0,1,1,24,0.0,0,0,5.99,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Gustav Nyquist,20132014,57,954.63,28,20,48,153,18.3,5,4,178.26999999999998,6.0,3.0,9.0,34.0,"L,R",17.0,167.5,84%
Gustav Nyquist,20142015,82,1357.25,27,27,54,195,13.85,1,8,248.81,14.0,10.0,24.0,47.0,"L,R",17.0,167.5,84%
Gustav Nyquist,20152016,82,1237.87,17,26,43,161,10.56,0,2,221.53,7.0,5.0,12.0,30.0,"L,R",17.0,167.5,84%
Hal Gill,20132014,6,89.04,0,0,0,1,0.0,0,0,0.4,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Hampus Lindholm,20132014,78,1511.26,6,24,30,116,5.17,0,1,175.41,1.0,3.0,4.0,24.0,D,13.5,131.0,100%
Hampus Lindholm,20142015,78,1692.77,7,27,34,106,6.6,0,5,137.89000000000001,0.0,6.0,6.0,18.0,D,13.5,131.0,100%
Hampus Lindholm,20152016,80,1753.96,10,18,28,149,6.71,0,0,169.72,4.0,10.0,14.0,43.0,D,13.5,131.0,100%
Harry Zolnierczyk,20132014,13,131.76,2,0,2,12,16.67,2,0,0.72,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Henrik Sedin,20132014,70,1443.17,11,39,50,97,11.34,574,523,238.73,4.0,13.0,17.0,17.0,C,15.3,151.3,90%
Henrik Sedin,20142015,82,1523.86,18,55,73,101,17.82,704,861,239.74,5.0,18.0,23.0,17.0,C,15.3,151.3,90%
Henrik Sedin,20152016,74,1356.27,11,44,55,99,11.11,620,727,233.62,4.0,13.0,17.0,25.0,C,15.3,151.3,90%
Henrik Tallinder,20132014,64,1214.83,2,6,8,40,5.0,1,0,15.65,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Henrik Zetterberg,20132014,45,921.49,16,32,48,151,10.6,259,230,153.47,3.0,13.0,16.0,37.0,"C,L",14.8,146.0,100%
Henrik Zetterberg,20142015,77,1467.96,17,49,66,227,7.49,541,523,246.14000000000001,4.0,22.0,26.0,47.0,"C,L",14.8,146.0,100%
Henrik Zetterberg,20152016,82,1588.85,13,37,50,214,6.07,539,536,243.56,1.0,19.0,20.0,42.0,"C,L",14.8,146.0,100%
Hudson Fasching,20152016,7,80.42,1,1,2,9,11.11,0,0,1.32,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Hunter Shinkaruk,20152016,8,119.74,2,1,3,12,16.67,0,1,14.96,1.0,1.0,2.0,1.0,C,23.4,182.0,0
Ian Cole,20132014,46,693.59,3,8,11,45,6.67,0,0,15.11,0.0,2.0,2.0,1.0,D,23.4,182.0,0
Ian Cole,20142015,74,1182.92,5,12,17,83,6.02,0,0,48.58,0.0,1.0,1.0,6.0,D,23.4,182.0,0
Ian Cole,20152016,70,1204.53,0,12,12,72,0.0,0,0,30.240000000000002,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Iiro Pakarinen,20142015,17,172.26,1,2,3,34,2.94,1,0,15.35,0.0,2.0,2.0,4.0,R,23.4,182.0,0
Iiro Pakarinen,20152016,63,677.43,5,8,13,76,6.58,5,8,24.64,0.0,2.0,2.0,5.0,R,23.4,182.0,0
J T  Brown,20132014,63,819.33,4,15,19,113,3.54,7,15,33.43,0.0,1.0,1.0,6.0,R,23.4,182.0,0
J T  Brown,20142015,52,551.25,3,6,9,74,4.05,6,7,10.11,0.0,0.0,0.0,0.0,R,23.4,182.0,0
J T  Brown,20152016,78,1039.92,8,14,22,140,5.71,23,27,16.01,0.0,0.0,0.0,0.0,R,23.4,182.0,0
J T  Miller,20132014,30,343.4,3,3,6,46,6.52,26,25,30.46,0.0,2.0,2.0,4.0,C,23.4,182.0,0
J T  Miller,20142015,58,736.3,10,13,23,92,10.87,93,112,59.74,2.0,1.0,3.0,7.0,C,23.4,182.0,0
J T  Miller,20152016,82,1232.24,22,21,43,135,16.3,68,89,123.85000000000001,2.0,2.0,4.0,15.0,C,23.4,182.0,0
Jaccob Slavin,20152016,63,1320.0,2,18,20,84,2.38,0,0,64.87,0.0,4.0,4.0,6.0,D,23.4,182.0,0
Jack Eichel,20152016,81,1541.67,24,32,56,238,10.08,402,578,236.29999999999998,7.0,13.0,20.0,41.0,C,4.6,41.6,100%
Jack Hillen,20132014,13,237.46,0,1,1,12,0.0,0,0,3.8,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jack Hillen,20142015,38,488.15,0,5,5,24,0.0,0,0,2.01,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jack Johnson,20132014,82,2007.24,5,28,33,147,3.4,0,1,263.28000000000003,4.0,12.0,16.0,37.0,D,23.4,182.0,0
Jack Johnson,20142015,79,1900.23,8,32,40,141,5.67,0,0,217.17,3.0,16.0,19.0,31.0,D,23.4,182.0,0
Jack Johnson,20152016,60,1438.46,6,8,14,86,6.98,0,1,145.47,3.0,3.0,6.0,14.0,D,23.4,182.0,0
Jack Skille,20132014,16,137.72,4,0,4,22,18.18,1,0,3.39,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Jack Skille,20142015,45,563.48,6,2,8,95,6.32,3,5,13.76,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Jack Skille,20152016,74,653.57,8,6,14,106,7.55,4,15,7.5,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Jacob De La Rose,20142015,33,454.35,4,2,6,38,10.53,64,96,9.4,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Jacob De La Rose,20152016,22,273.55,0,1,1,20,0.0,67,63,2.63,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Jacob Josefson,20132014,27,273.64,1,2,3,21,4.76,83,85,4.95,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Jacob Josefson,20142015,62,770.81,6,5,11,61,9.84,289,297,38.7,0.0,2.0,2.0,2.0,C,23.4,182.0,0
Jacob Josefson,20152016,58,899.51,4,10,14,86,4.65,323,344,147.01000000000002,3.0,7.0,10.0,20.0,C,23.4,182.0,0
Jacob Trouba,20132014,65,1455.19,10,19,29,121,8.26,0,0,144.13,0.0,3.0,3.0,19.0,D,15.0,172.3,8%
Jacob Trouba,20142015,65,1511.75,7,15,22,133,5.26,0,1,138.45,1.0,4.0,5.0,21.0,D,15.0,172.3,8%
Jacob Trouba,20152016,81,1782.45,6,15,21,133,4.51,0,1,122.14,0.0,4.0,4.0,17.0,D,15.0,172.3,8%
Jaden Schwartz,20132014,80,1400.51,25,31,56,188,13.3,44,34,151.42000000000002,5.0,5.0,10.0,24.0,L,14.7,145.3,100%
Jaden Schwartz,20142015,75,1367.04,28,35,63,184,15.22,68,78,179.11,8.0,8.0,16.0,28.0,L,14.7,145.3,100%
Jaden Schwartz,20152016,33,567.07,8,14,22,63,12.7,15,17,77.04,1.0,4.0,5.0,12.0,L,14.7,145.3,100%
Jake Gardiner,20132014,80,1692.1,10,21,31,136,7.35,0,0,187.05,2.0,8.0,10.0,30.0,D,14.3,165.9,9%
Jake Gardiner,20142015,79,1650.15,4,20,24,100,4.0,0,0,202.39,0.0,8.0,8.0,19.0,D,14.3,165.9,9%
Jake Gardiner,20152016,79,1622.61,7,24,31,122,5.74,2,0,188.78,0.0,9.0,9.0,19.0,D,14.3,165.9,9%
Jake Mccabe,20132014,7,106.46,0,1,1,1,0.0,0,0,0.86,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jake Mccabe,20152016,77,1470.0,4,10,14,62,6.45,0,2,25.8,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jake Muzzin,20132014,76,1445.29,5,19,24,175,2.86,0,0,191.21,1.0,4.0,5.0,36.0,D,10.7,103.3,100%
Jake Muzzin,20142015,76,1721.62,10,31,41,173,5.78,0,0,194.62,4.0,8.0,12.0,44.0,D,10.7,103.3,100%
Jake Muzzin,20152016,82,1885.41,8,32,40,203,3.94,0,0,194.65,1.0,12.0,13.0,39.0,D,10.7,103.3,100%
Jake Virtanen,20152016,55,635.3,7,6,13,94,7.45,2,3,57.89,1.0,0.0,1.0,5.0,R,23.4,182.0,0
Jakob Silfverberg,20132014,52,740.02,10,13,23,119,8.4,1,11,74.75999999999999,1.0,0.0,1.0,18.0,R,17.8,175.0,89%
Jakob Silfverberg,20142015,81,1266.22,13,26,39,189,6.88,23,27,54.32,2.0,2.0,4.0,6.0,R,17.8,175.0,89%
Jakob Silfverberg,20152016,82,1389.1,20,19,39,215,9.3,4,16,75.53,2.0,2.0,4.0,16.0,R,17.8,175.0,89%
Jakub Kindl,20132014,66,1133.7,2,17,19,93,2.15,0,0,135.3,0.0,7.0,7.0,28.0,D,23.4,182.0,0
Jakub Kindl,20142015,35,554.61,5,8,13,54,9.26,0,0,69.38000000000001,2.0,4.0,6.0,14.0,D,23.4,182.0,0
Jakub Kindl,20152016,44,675.9,2,6,8,63,3.17,0,1,40.66,0.0,1.0,1.0,7.0,D,23.4,182.0,0
Jakub Nakladal,20152016,27,382.38,2,3,5,42,4.76,0,0,48.52,0.0,1.0,1.0,7.0,D,23.4,182.0,0
Jakub Voracek,20132014,82,1403.16,23,39,62,235,9.79,4,2,270.76000000000005,8.0,15.0,23.0,75.0,"L,R",9.1,86.7,100%
Jakub Voracek,20142015,82,1517.26,22,59,81,221,9.95,6,3,259.02,9.0,20.0,29.0,59.0,"L,R",9.1,86.7,100%
Jakub Voracek,20152016,73,1350.83,11,44,55,213,5.16,3,3,245.67000000000002,1.0,18.0,19.0,74.0,"L,R",9.1,86.7,100%
James Neal,20132014,59,1086.66,27,34,61,238,11.34,5,13,223.19,10.0,15.0,25.0,66.0,R,4.2,37.9,100%
James Neal,20142015,67,1208.63,23,14,37,221,10.41,7,10,195.57,2.0,1.0,3.0,27.0,R,4.2,37.9,100%
James Neal,20152016,82,1556.16,31,27,58,268,11.57,8,19,232.79000000000002,4.0,10.0,14.0,49.0,R,4.2,37.9,100%
James Sheppard,20132014,67,814.91,4,16,20,84,4.76,105,128,27.83,0.0,1.0,1.0,1.0,C,23.4,182.0,0
James Sheppard,20142015,71,939.41,7,11,18,79,8.86,278,277,58.11,0.0,1.0,1.0,2.0,C,23.4,182.0,0
James Van Riemsdyk,20132014,80,1674.89,30,31,61,279,10.75,46,67,245.31,9.0,6.0,15.0,54.0,L,23.4,182.0,0
James Van Riemsdyk,20142015,82,1553.19,27,29,56,248,10.89,21,33,273.44,9.0,9.0,18.0,52.0,L,23.4,182.0,0
James Van Riemsdyk,20152016,40,707.68,14,15,29,129,10.85,1,1,109.18,5.0,4.0,9.0,32.0,L,23.4,182.0,0
James Wisniewski,20132014,75,1691.29,7,45,52,166,4.22,0,0,266.88,2.0,23.0,25.0,51.0,D,23.4,182.0,0
James Wisniewski,20142015,69,1455.05,8,26,34,147,5.44,0,0,207.61,6.0,8.0,14.0,45.0,D,23.4,182.0,0
James Wright,20132014,59,564.57,0,2,2,41,0.0,126,143,5.43,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Jamie Benn,20132014,81,1551.24,34,45,79,279,12.19,411,367,293.38,5.0,12.0,17.0,55.0,L,1.2,4.6,100%
Jamie Benn,20142015,82,1632.65,35,52,87,253,13.83,298,277,289.35999999999996,10.0,13.0,23.0,55.0,L,1.2,4.6,100%
Jamie Benn,20152016,82,1637.08,41,48,89,247,16.6,226,252,256.04,15.0,12.0,27.0,55.0,L,1.2,4.6,100%
Jamie Mcbain,20132014,69,1389.45,6,11,17,98,6.12,0,0,190.65,2.0,3.0,5.0,26.0,D,23.4,182.0,0
Jamie Mcbain,20142015,26,330.37,3,6,9,18,16.67,0,0,49.38,1.0,2.0,3.0,7.0,D,23.4,182.0,0
Jamie Mcbain,20152016,44,538.35,2,7,9,32,6.25,0,0,45.04,1.0,5.0,6.0,5.0,D,23.4,182.0,0
Jamie Mcginn,20132014,79,1243.64,19,19,38,167,11.38,1,1,145.26,5.0,4.0,9.0,21.0,L,23.4,182.0,0
Jamie Mcginn,20142015,19,280.54,4,2,6,36,11.11,1,0,39.48,1.0,0.0,1.0,8.0,L,23.4,182.0,0
Jamie Mcginn,20152016,84,1198.73,22,17,39,156,14.1,4,3,205.99,9.0,3.0,12.0,30.0,L,23.4,182.0,0
Jamie Oleksiak,20132014,7,124.09,0,0,0,5,0.0,0,0,6.69,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Jamie Oleksiak,20142015,36,481.81,1,7,8,36,2.78,0,0,3.9,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Jamie Oleksiak,20152016,19,241.45,0,2,2,13,0.0,0,0,1.02,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jan Hejda,20132014,78,1733.34,6,11,17,75,8.0,0,0,24.27,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Jan Hejda,20142015,81,1668.65,1,12,13,84,1.19,0,0,21.919999999999998,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Jannik Hansen,20132014,71,1110.74,11,9,20,112,9.82,12,17,68.9,0.0,1.0,1.0,9.0,R,23.4,182.0,0
