"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"1","AARON.EKBLAD","20142015","Regular","D","FLA",81,41.59,0,0,0,0,0,0,0,0,0,0,0,0,4,5.77,0,4,5.77,0,3,4.33,0,0.52,0.75,13.07,2,2.89,2,1,0,1,3,0,0,NA,0,2,2,0,0,19.72
"2","AARON.EKBLAD","20152016","Regular","D","FLA",78,68.56,0,0,0,0,0,0,0,0,0,0,0,0,3,2.63,0,1,0.88,0,1,0.88,0,0.01,0.01,1.34,0,0,1,1,1,3,4,0,0,NA,0,0,0,0,0,52.39
"3","AARON.NESS","20132014","Regular","D","NYI",20,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,1,0,0,1,0,0,NA,1,0,-1,0,0,NA
"4","AARON.NESS","20152016","Regular","D","WSH",8,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"5","AARON.PALUSHAJ","20132014","Regular","R","CAR",2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"6","AARON.ROME","20132014","Regular","D","DAL",25,24.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,4,0,0,NA,0,0,0,0,0,NA
"7","AARON.VOLPATTI","20132014","Regular","L","WSH",41,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"8","ADAM.ALMQUIST","20132014","Regular","D","DET",2,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"9","ADAM.BURISH","20132014","Regular","R","S.J",15,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,6,2,75,0,1,1,0,0,NA
"10","ADAM.BURISH","20142015","Regular","R","S.J",20,30.13,0,0,0,0,0,0,0,0,0,0,0,0,4,7.97,0,4,7.97,0,2,3.98,0,0.32,0.64,8.07,1,1.99,0,0,0,0,7,12,5,NA,1,0,-1,0,1,18.03
"11","ADAM.CLENDENING","20142015","Regular","D","CHI/VAN",21,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"12","ADAM.CLENDENING","20152016","Regular","D","EDM/PIT",29,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"13","ADAM.CRACKNELL","20132014","Regular","R","STL",19,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"14","ADAM.CRACKNELL","20142015","Regular","R","CBJ",17,9.94,0,0,0,0,0,0,0,0,0,0,0,0,1,6.04,0,1,6.04,0,0,0,NA,0.07,0.42,7.03,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,29.73
"15","ADAM.CRACKNELL","20152016","Regular","R","EDM/VAN",52,38.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1.57,0,1,1.57,0,1,1.57,0,0.03,0.04,2.76,0,0,1,0,1,0,0,7,18,28,1,2,1,0,0,24.52
"16","ADAM.HALL","20132014","Regular","R","PHI",80,227.2,1,0,0,0,1,1,0.26,0,0,0,0.26,0.26,15,3.96,6.67,12,3.17,8.33,10,2.64,10,0.86,0.23,7.17,5,1.32,4,5,1,6,21,100,81,55.25,1,0,-1,0,3,42.33
"17","ADAM.HENRIQUE","20132014","Regular","C","N.J",77,175.72,3,2,0,2,5,5,1.02,0.68,0,0.68,1.71,1.71,20,6.83,15,18,6.15,16.67,14,4.78,21.43,1.54,0.52,8.54,7,2.39,3,0,0,10,9,43,52,45.26,0,1,1,0,3,26.51
"18","ADAM.HENRIQUE","20142015","Regular","C","N.J",75,146.19,0,1,0,1,1,1,0,0.41,0,0.41,0.41,0.41,5,2.05,0,5,2.05,0,3,1.23,0,0.45,0.18,8.9,2,0.82,1,0,1,4,6,35,49,41.67,0,1,1,0,1,38.4
"19","ADAM.HENRIQUE","20152016","Regular","C","N.J",80,211.85,2,1,0,1,3,3,0.57,0.28,0,0.28,0.85,0.85,16,4.53,12.5,13,3.68,15.38,9,2.55,22.22,1.57,0.44,12.06,6,1.7,3,3,1,9,16,69,88,43.95,1,1,0,0,4,29.78
"20","ADAM.LARSSON","20132014","Regular","D","N.J",26,28.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2,0,0,0,4,0,0,NA,1,0,-1,0,0,NA
"21","ADAM.LARSSON","20142015","Regular","D","N.J",64,200.64,0,0,2,2,2,0,0,0,0.6,0.6,0.6,0,1,0.3,0,1,0.3,0,1,0.3,0,0.01,0,0.88,0,0,11,4,1,5,27,0,0,NA,1,0,-1,0,0,60.42
"22","ADAM.LARSSON","20152016","Regular","D","N.J",82,280.66,0,0,1,1,1,0,0,0,0.21,0.21,0.21,0,1,0.21,0,1,0.21,0,1,0.21,0,0.02,0,1.55,0,0,14,7,6,3,31,0,0,NA,0,2,2,0,0,33.54
"23","ADAM.LOWRY","20142015","Regular","L","WPG",80,60.56,0,0,0,0,0,0,0,0,0,0,0,0,6,5.94,0,6,5.94,0,4,3.96,0,0.42,0.42,7.02,2,1.98,3,3,1,2,3,18,21,46.15,0,0,0,0,0,27.69
"24","ADAM.LOWRY","20152016","Regular","L","WPG",74,153.28,0,0,0,0,0,0,0,0,0,0,0,0,5,1.96,0,5,1.96,0,4,1.57,0,0.48,0.19,9.51,2,0.78,11,5,3,9,11,69,85,44.81,0,1,1,0,0,24.99
"25","ADAM.MCQUAID","20132014","Regular","D","BOS",30,60.27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,NA,0.02,0.02,2.37,0,0,1,2,1,0,7,0,0,NA,1,0,-1,0,0,47.17
"26","ADAM.MCQUAID","20142015","Regular","D","BOS",63,126.9,0,0,0,0,0,0,0,0,0,0,0,0,4,1.89,0,4,1.89,0,2,0.95,0,0.11,0.05,2.86,0,0,10,1,2,2,14,0,0,NA,3,1,-2,0,0,48.97
"27","ADAM.MCQUAID","20152016","Regular","D","BOS",64,156.95,0,0,0,0,0,0,0,0,0,0,0,0,3,1.15,0,0,0,NA,0,0,NA,0,0,NA,0,0,12,4,0,0,29,0,0,NA,1,0,-1,0,0,NA
"28","ADAM.PARDY","20132014","Regular","D","WPG",60,64.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0.93,0,1,0.93,0,1,0.93,0,0.13,0.12,12.67,1,0.93,2,0,3,1,7,0,0,NA,1,0,-1,0,0,22.02
"29","ADAM.PARDY","20142015","Regular","D","WPG",55,132.68,0,1,0,1,1,1,0,0.45,0,0.45,0.45,0.45,3,1.36,0,2,0.9,0,1,0.45,0,0.1,0.04,4.86,0,0,7,4,6,3,16,0,0,NA,4,1,-3,0,0,39.33
"30","ADAM.PARDY","20152016","Regular","D","EDM/WPG",23,58.71,0,0,1,1,1,0,0,0,1.02,1.02,1.02,0,1,1.02,0,1,1.02,0,1,1.02,0,0.02,0.02,1.55,0,0,6,1,2,2,9,0,0,NA,0,0,0,0,0,54.23
"31","ADAM.PAYERL","20132014","Regular","C","PIT",2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"32","ADAM.PELECH","20152016","Regular","D","NYI",9,15.78,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,0,1,3.8,0,1,3.8,0,0.01,0.02,0.65,0,0,1,0,0,1,3,0,0,NA,0,0,0,0,0,83.19
"33","ALAN.QUINE","20152016","Regular","C","NYI",2,2.96,1,0,0,0,1,1,20.27,0,0,0,20.27,20.27,1,20.27,100,1,20.27,100,1,20.27,100,0.4,8.1,39.96,1,20.27,0,0,0,0,1,3,2,60,0,0,0,0,1,9
"34","ALEC.MARTINEZ","20132014","Regular","D","L.A",61,32.16,0,0,0,0,0,0,0,0,0,0,0,0,4,7.46,0,3,5.6,0,2,3.73,0,0.16,0.29,5.26,0,0,8,0,1,0,7,0,0,NA,0,0,0,0,1,18.15
"35","ALEC.MARTINEZ","20142015","Regular","D","L.A",56,97.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,13,0,5,2,20,0,0,NA,0,2,2,0,0,NA
"36","ALEC.MARTINEZ","20152016","Regular","D","L.A",78,180.57,0,0,1,1,1,0,0,0,0.33,0.33,0.33,0,2,0.66,0,2,0.66,0,1,0.33,0,0.05,0.02,2.5,0,0,22,5,8,3,33,0,0,NA,1,3,2,0,0,47.58
"37","ALEKSANDER.BARKOV","20132014","Regular","C","FLA",54,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,4,5,44.44,0,0,0,0,0,NA
"38","ALEKSANDER.BARKOV","20142015","Regular","C","FLA",71,39.87,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01,0,1,1.5,0,1,1.5,0,0.39,0.58,38.5,1,1.5,0,3,1,0,2,9,14,39.13,0,0,0,0,1,10.2
"39","ALEKSANDER.BARKOV","20152016","Regular","C","FLA",66,126.75,1,0,0,0,1,1,0.47,0,0,0,0.47,0.47,11,5.21,9.09,10,4.73,10,7,3.31,14.29,0.88,0.42,8.82,5,2.37,2,3,4,4,6,53,48,52.48,1,0,-1,0,1,21.11
"40","ALES.HEMSKY","20132014","Regular","R","EDM/OTT",75,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,NA
"41","ALES.HEMSKY","20142015","Regular","R","DAL",76,6.38,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4,0,1,9.4,0,1,9.4,0,0.05,0.46,4.84,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,23.35
"42","ALES.HEMSKY","20152016","Regular","R","DAL",75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"43","ALEX.BIEGA","20142015","Regular","D","VAN",7,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"44","ALEX.BIEGA","20152016","Regular","D","VAN",51,61.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,7,2,0,0,4,0,0,NA,1,0,-1,0,0,NA
"45","ALEX.BOLDUC","20142015","Regular","C","ARI",3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"46","ALEX.BURMISTROV","20152016","Regular","C","WPG",81,171.59,0,1,0,1,1,1,0,0.35,0,0.35,0.35,0.35,9,3.15,0,8,2.8,0,8,2.8,0,0.55,0.19,6.82,3,1.05,5,1,5,5,10,25,27,48.08,1,1,0,0,0,26.67
"47","ALEX.BURROWS","20132014","Regular","L","VAN",49,93.66,0,1,0,1,1,1,0,0.64,0,0.64,0.64,0.64,7,4.48,0,5,3.2,0,4,2.56,0,0.19,0.12,3.84,1,0.64,2,1,1,4,11,0,2,0,0,2,2,0,0,37.69
"48","ALEX.BURROWS","20142015","Regular","L","VAN",70,90.71,1,0,0,0,1,1,0.66,0,0,0,0.66,0.66,8,5.29,12.5,6,3.97,16.67,6,3.97,16.67,0.47,0.31,7.83,2,1.32,0,3,1,4,7,1,2,33.33,3,2,-1,0,2,9.37
"49","ALEX.BURROWS","20152016","Regular","L","VAN",79,133.28,0,0,0,0,0,0,0,0,0,0,0,0,11,4.95,0,10,4.5,0,7,3.15,0,0.6,0.27,6.04,2,0.9,2,4,0,2,7,3,8,27.27,2,0,-2,0,0,26.84
"50","ALEX.CHIASSON","20132014","Regular","R","DAL",79,50.34,0,0,0,0,0,0,0,0,0,0,0,0,3,3.58,0,3,3.58,0,2,2.38,0,0.22,0.26,7.18,1,1.19,0,3,0,1,1,3,0,100,0,1,1,0,1,37.78
"51","ALEX.CHIASSON","20142015","Regular","R","OTT",76,69.44,0,1,0,1,1,1,0,0.86,0,0.86,0.86,0.86,3,2.59,0,3,2.59,0,2,1.73,0,0.13,0.12,4.44,0,0,3,1,0,2,1,1,5,16.67,0,0,0,0,0,32.38
"52","ALEX.CHIASSON","20152016","Regular","R","OTT",77,118.11,1,0,0,0,1,1,0.51,0,0,0,0.51,0.51,4,2.03,25,4,2.03,25,2,1.02,50,0.34,0.18,8.62,1,0.51,4,2,2,3,2,0,0,NA,0,0,0,0,0,17.39
"53","ALEX.EDLER","20132014","Regular","D","VAN",63,141.33,0,0,0,0,0,0,0,0,0,0,0,0,5,2.12,0,5,2.12,0,4,1.7,0,0.3,0.13,5.97,1,0.42,9,3,5,2,19,0,0,NA,3,1,-2,0,1,43.02
"54","ALEX.EDLER","20142015","Regular","D","VAN",74,191.2,0,0,0,0,0,0,0,0,0,0,0,0,6,1.88,0,6,1.88,0,5,1.57,0,0.07,0.02,1.14,0,0,5,3,9,6,20,0,0,NA,1,0,-1,0,0,62.26
"55","ALEX.EDLER","20152016","Regular","D","VAN",52,129.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46,0,0,0,NA,0,0,NA,0,0,NA,0,0,9,2,3,1,17,0,0,NA,1,1,0,0,0,NA
"56","ALEXEI.EMELIN","20132014","Regular","D","MTL",59,104.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0,1,0.57,0,1,0.57,0,0.08,0.05,8.2,0,0,15,4,5,1,21,0,0,NA,2,0,-2,0,0,24.7
"57","ALEXEI.EMELIN","20142015","Regular","D","MTL",68,165.89,0,0,0,0,0,0,0,0,0,0,0,0,5,1.81,0,4,1.45,0,3,1.09,0,0.12,0.04,2.98,0,0,15,4,9,2,17,0,0,NA,4,2,-2,0,1,47.53
"58","ALEXEI.EMELIN","20152016","Regular","D","MTL",72,154.06,0,0,0,0,0,0,0,0,0,0,0,0,2,0.78,0,2,0.78,0,2,0.78,0,0.2,0.08,10.04,1,0.39,15,8,10,2,16,0,0,NA,2,0,-2,0,0,34.02
"59","ALEXEY.MARCHENKO","20132014","Regular","D","DET",1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"60","ALEXEY.MARCHENKO","20142015","Regular","D","DET",13,11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2,0,0,0,2,0,0,NA,0,0,0,0,0,NA
"61","ALEXEY.MARCHENKO","20152016","Regular","D","DET",66,144.42,0,1,0,1,1,1,0,0.42,0,0.42,0.42,0.42,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,9,2,7,1,31,0,0,NA,1,0,-1,0,0,NA
"62","ALEX.GALCHENYUK","20132014","Regular","C","MTL",65,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"63","ALEX.GALCHENYUK","20142015","Regular","C","MTL",80,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"64","ALEX.GALCHENYUK","20152016","Regular","C","MTL",82,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,NA
"65","ALEX.GOLIGOSKI","20132014","Regular","D","DAL",81,195.63,0,0,0,0,0,0,0,0,0,0,0,0,4,1.23,0,4,1.23,0,4,1.23,0,0.22,0.07,5.42,0,0,11,3,10,1,32,0,0,NA,1,2,1,0,0,27.1
"66","ALEX.GOLIGOSKI","20142015","Regular","D","DAL",81,237.02,0,1,1,2,2,1,0,0.25,0.25,0.51,0.51,0.25,3,0.76,0,3,0.76,0,3,0.76,0,0.09,0.02,3.15,0,0,11,4,7,6,34,0,0,NA,1,3,2,0,0,48.34
"67","ALEX.GOLIGOSKI","20152016","Regular","D","DAL",82,194.93,0,0,0,0,0,0,0,0,0,0,0,0,6,1.85,0,5,1.54,0,4,1.23,0,0.17,0.05,3.42,0,0,10,1,7,6,27,0,0,NA,1,1,0,0,0,39.6
"68","ALEX.GRANT","20132014","Regular","D","ANA",2,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"69","ALEX.GRANT","20152016","Regular","D","ARI",5,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"70","ALEX.GRENIER","20152016","Regular","R","VAN",6,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"71","ALEX.KHOKHLACHEV","20142015","Regular","C","BOS",3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"72","ALEX.KHOKHLACHEV","20152016","Regular","C","BOS",5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"73","ALEX.KILLORN","20132014","Regular","C","T.B",82,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,NA
"74","ALEX.KILLORN","20142015","Regular","C","T.B",71,70.88,1,0,0,0,1,1,0.85,0,0,0,0.85,0.85,4,3.39,25,4,3.39,25,4,3.39,25,0.59,0.5,14.75,2,1.69,0,1,0,1,1,2,2,50,0,0,0,0,3,28.1
"75","ALEX.KILLORN","20152016","Regular","C","T.B",81,49.15,0,1,0,1,1,1,0,1.22,0,1.22,1.22,1.22,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,1,1,1,1,2,1,66.67,1,2,1,0,0,NA
"76","ALEX.OVECHKIN","20132014","Regular","L","WSH",78,16.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,NA
"77","ALEX.OVECHKIN","20142015","Regular","L","WSH",81,17.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,0,-1,0,0,NA
"78","ALEX.OVECHKIN","20152016","Regular","L","WSH",79,16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"79","ALEX.PETROVIC","20132014","Regular","D","FLA",7,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA
"80","ALEX.PETROVIC","20142015","Regular","D","FLA",33,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,2,0,0,1,0,0,NA,0,2,2,0,0,NA
"81","ALEX.PETROVIC","20152016","Regular","D","FLA",66,116.99,0,1,0,1,1,1,0,0.51,0,0.51,0.51,0.51,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,9,1,3,1,10,0,0,NA,2,2,0,0,0,NA
"82","ALEX.PIETRANGELO","20132014","Regular","D","STL",81,274.08,0,0,1,1,1,0,0,0,0.22,0.22,0.22,0,6,1.31,0,5,1.09,0,4,0.88,0,0.14,0.03,2.77,0,0,4,5,5,3,43,0,0,NA,0,0,0,0,0,45.81
"83","ALEX.PIETRANGELO","20142015","Regular","D","STL",81,254.65,0,0,0,0,0,0,0,0,0,0,0,0,5,1.18,0,5,1.18,0,3,0.71,0,0.22,0.05,4.42,0,0,7,5,6,7,37,0,0,NA,1,2,1,0,0,26.44
"84","ALEX.PIETRANGELO","20152016","Regular","D","STL",73,228.27,0,0,1,1,1,0,0,0,0.26,0.26,0.26,0,7,1.84,0,6,1.58,0,4,1.05,0,0.36,0.1,6.08,1,0.26,7,7,2,6,21,0,0,NA,1,2,1,0,0,35.87
"85","ALEX.SEMIN","20132014","Regular","L","CAR",65,43.33,1,0,0,0,1,1,1.38,0,0,0,1.38,1.38,7,9.69,14.29,4,5.54,25,2,2.77,50,0.25,0.34,6.22,1,1.38,1,1,3,2,2,1,3,25,1,1,0,0,2,27.55
"86","ALEX.SEMIN","20142015","Regular","L","CAR",57,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"87","ALEX.SEMIN","20152016","Regular","L","MTL",15,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"88","ALEX.STEEN","20132014","Regular","C","STL",68,137.42,1,2,0,2,3,3,0.44,0.87,0,0.87,1.31,1.31,15,6.55,6.67,12,5.24,8.33,8,3.49,12.5,0.54,0.23,4.47,2,0.87,2,3,0,6,6,44,46,48.89,1,2,1,0,1,40.68
"89","ALEX.STEEN","20142015","Regular","C","STL",74,129.72,0,0,0,0,0,0,0,0,0,0,0,0,11,5.09,0,10,4.63,0,8,3.7,0,0.18,0.08,1.81,0,0,2,0,2,7,15,52,41,55.91,0,2,2,0,0,55.37
"90","ALEX.STEEN","20152016","Regular","C","STL",67,122.79,1,0,0,0,1,1,0.49,0,0,0,0.49,0.49,11,5.38,9.09,10,4.89,10,10,4.89,10,0.45,0.22,4.48,1,0.49,2,4,2,2,5,30,47,38.96,1,3,2,0,0,33.65
"91","ALEX.SULZER","20132014","Regular","D","BUF",25,48.24,0,1,0,1,1,1,0,1.24,0,1.24,1.24,1.24,1,1.24,0,1,1.24,0,1,1.24,0,0.01,0.01,0.97,0,0,1,1,0,0,3,0,0,NA,0,0,0,0,0,59.03
"92","ALEX.TANGUAY","20132014","Regular","L","COL",16,14.77,1,0,0,0,1,1,4.06,0,0,0,4.06,4.06,2,8.12,50,2,8.12,50,2,8.12,50,0.1,0.4,4.88,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,32.09
"93","ALEX.TANGUAY","20142015","Regular","L","COL",80,120.11,1,0,0,0,1,1,0.5,0,0,0,0.5,0.5,10,5,10,9,4.5,11.11,6,3,16.67,0.35,0.18,3.91,1,0.5,1,0,5,2,11,3,6,33.33,1,0,-1,0,0,38.27
"94","ALEX.TANGUAY","20152016","Regular","L","ARI/COL",70,49.73,0,0,1,1,1,0,0,0,1.21,1.21,1.21,0,1,1.21,0,0,0,NA,0,0,NA,0,0,NA,0,0,1,1,1,1,2,1,0,100,0,1,1,0,0,NA
"95","ALEX.URBOM","20132014","Regular","D","WSH",20,42.51,0,1,0,1,1,1,0,1.41,0,1.41,1.41,1.41,1,1.41,0,1,1.41,0,1,1.41,0,0.07,0.09,6.64,0,0,4,1,1,2,1,0,0,NA,0,0,0,0,0,0
"96","ALEX.WENNBERG","20142015","Regular","C","CBJ",68,129.85,0,0,0,0,0,0,0,0,0,0,0,0,6,2.77,0,6,2.77,0,6,2.77,0,0.17,0.08,2.88,1,0.46,1,4,1,3,13,25,36,40.98,1,1,0,0,1,45.86
"97","ALEX.WENNBERG","20152016","Regular","C","CBJ",69,57.27,0,0,0,0,0,0,0,0,0,0,0,0,2,2.1,0,2,2.1,0,2,2.1,0,0.08,0.08,4,0,0,0,2,0,1,5,14,16,46.67,0,0,0,0,1,63.77
"98","ANDERS.LEE","20132014","Regular","C","NYI",22,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,NA
"99","ANDERS.LEE","20142015","Regular","C","NYI",76,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA
"100","ANDERS.LEE","20152016","Regular","C","NYI",80,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA
"101","ANDREAS.ATHANASIOU","20152016","Regular","C","DET",37,19.15,1,0,0,0,1,1,3.13,0,0,0,3.13,3.13,3,9.4,33.33,1,3.13,100,1,3.13,100,0.17,0.53,16.84,1,3.13,1,0,2,1,1,0,1,0,0,0,0,0,0,5.83
"102","ANDREAS.MARTINSEN","20152016","Regular","L","COL",55,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"103","ANDRE.BENOIT","20132014","Regular","D","COL",79,144.07,0,0,1,1,1,0,0,0,0.42,0.42,0.42,0,2,0.83,0,2,0.83,0,1,0.42,0,0.04,0.01,1.78,0,0,9,2,4,2,14,0,0,NA,2,0,-2,0,0,52.5
"104","ANDRE.BENOIT","20142015","Regular","D","BUF",59,77.53,1,0,0,0,1,1,0.77,0,0,0,0.77,0.77,3,2.32,33.33,3,2.32,33.33,2,1.55,50,0.2,0.15,6.65,1,0.77,4,0,2,1,9,0,0,NA,0,0,0,0,0,37.8
"105","ANDRE.BENOIT","20152016","Regular","D","STL",2,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"106","ANDRE.BURAKOVSKY","20142015","Regular","L","WSH",53,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
