"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"37","ALEX.OVECHKIN","20142015","Regular","L","WSH",81,9.53,1,0,2,2,3,1,6.3,0,12.59,12.59,18.89,6.3,11,69.25,9.09,9,56.66,11.11,7,44.07,14.29,0.63,4,7.05,2,12.59,0,0,1,0,0,0,0,NA,0,0,0,0,0,40.88
"38","ALEX.OVECHKIN","20152016","Regular","L","WSH",79,7.47,0,0,1,1,1,0,0,0,8.03,8.03,8.03,0,13,104.42,0,8,64.26,0,7,56.22,0,0.58,4.68,7.28,1,8.03,0,0,0,0,0,0,0,NA,0,0,0,0,0,35.76
"39","ALEX.PIETRANGELO","20132014","Regular","D","STL",81,4.12,0,0,0,0,0,0,0,0,0,0,0,0,4,58.25,0,4,58.25,0,1,14.56,0,0.21,3.09,5.31,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,51.57
"40","ALEX.PIETRANGELO","20142015","Regular","D","STL",81,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"41","ALEX.PIETRANGELO","20152016","Regular","D","STL",73,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,1,1,0,0,NA
"42","ALEX.SEMIN","20132014","Regular","L","CAR",65,13.06,2,2,1,3,5,4,9.19,9.19,4.59,13.78,22.97,18.38,19,87.29,10.53,12,55.13,16.67,6,27.57,33.33,1.17,5.36,9.72,4,18.38,0,0,0,0,0,0,0,NA,0,0,0,2,0,34.62
"43","ALEX.SEMIN","20142015","Regular","L","CAR",57,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"44","ALEX.SEMIN","20152016","Regular","L","MTL",15,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"45","ALEX.STEEN","20132014","Regular","C","STL",68,4.79,1,1,1,2,3,2,12.53,12.53,12.53,25.05,37.58,25.05,4,50.1,25,4,50.1,25,3,37.58,33.33,0.41,5.15,10.27,2,25.05,0,0,0,0,0,0,0,NA,0,0,0,0,0,30.41
"46","ALEX.STEEN","20142015","Regular","C","STL",74,4.63,1,0,0,0,1,1,12.96,0,0,0,12.96,12.96,2,25.92,50,2,25.92,50,2,25.92,50,0.19,2.45,9.44,1,12.96,0,0,1,0,0,0,0,NA,0,0,0,0,0,29.33
"47","ALEX.STEEN","20152016","Regular","C","STL",67,2.74,0,0,0,0,0,0,0,0,0,0,0,0,1,21.9,0,1,21.9,0,0,0,NA,0.1,2.27,10.37,1,21.9,0,0,0,0,0,0,0,NA,0,0,0,0,0,33.53
"48","ALEX.SULZER","20132014","Regular","D","BUF",25,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"49","ALEX.TANGUAY","20132014","Regular","L","COL",16,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA
"50","ALEX.TANGUAY","20142015","Regular","L","COL",80,3.76,0,1,1,2,2,1,0,15.96,15.96,31.91,31.91,15.96,3,47.87,0,2,31.91,0,2,31.91,0,0.2,3.2,10.03,1,15.96,0,0,0,0,0,0,0,NA,0,0,0,0,0,30.85
"51","ALEX.TANGUAY","20152016","Regular","L","ARI/COL",70,8.12,1,0,0,0,1,1,7.39,0,0,0,7.39,7.39,5,36.95,20,3,22.17,33.33,3,22.17,33.33,0.24,1.8,8.11,1,7.39,0,0,0,0,0,0,0,NA,0,0,0,0,0,34.64
"52","ALEX.WENNBERG","20142015","Regular","C","CBJ",68,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"53","ALEX.WENNBERG","20152016","Regular","C","CBJ",69,3.9,0,1,1,2,2,1,0,15.38,15.38,30.77,30.77,15.38,1,15.38,0,1,15.38,0,1,15.38,0,0.33,5,32.5,1,15.38,0,1,0,0,0,3,2,60,0,0,0,1,0,14.32
"54","ANDERS.LEE","20132014","Regular","C","NYI",22,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"55","ANDERS.LEE","20142015","Regular","C","NYI",76,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"56","ANDERS.LEE","20152016","Regular","C","NYI",80,2.99,0,0,0,0,0,0,0,0,0,0,0,0,1,20.07,0,1,20.07,0,1,20.07,0,0.06,1.2,5.97,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,13.45
"57","ANDRE.BENOIT","20132014","Regular","D","COL",79,3.66,0,0,1,1,1,0,0,0,16.39,16.39,16.39,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"58","ANDRE.BURAKOVSKY","20152016","Regular","L","WSH",79,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"59","ANDREI.LOKTIONOV","20132014","Regular","C","N.J",68,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"60","ANDREI.MARKOV","20132014","Regular","D","MTL",81,2.74,0,0,1,1,1,0,0,0,21.9,21.9,21.9,0,1,21.9,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"61","ANDREI.MARKOV","20142015","Regular","D","MTL",81,4.37,0,2,0,2,2,2,0,27.46,0,27.46,27.46,27.46,1,13.73,0,1,13.73,0,0,0,NA,0.06,0.76,5.51,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,47.8
"62","ANDREI.MARKOV","20152016","Regular","D","MTL",82,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"63","ANDREJ.MESZAROS","20132014","Regular","D","PHI",52,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"64","ANDREJ.MESZAROS","20142015","Regular","D","BUF",60,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,139.53,0,1,139.53,0,1,139.53,0,0.04,5.64,4.04,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,52.92
"65","ANDREJ.NESTRASIL","20142015","Regular","C","DET",54,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"66","ANDREJ.SEKERA","20132014","Regular","D","CAR",74,4.3,0,0,0,0,0,0,0,0,0,0,0,0,4,55.81,0,1,13.95,0,1,13.95,0,0.06,0.79,5.64,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,49.65
"67","ANDREJ.SEKERA","20142015","Regular","D","CAR",73,2.34,0,0,0,0,0,0,0,0,0,0,0,0,2,51.28,0,1,25.64,0,0,0,NA,0.04,1.05,4.11,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,54.41
"68","ANDREJ.SEKERA","20152016","Regular","D","EDM",81,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"69","ANDREW.COGLIANO","20132014","Regular","C","ANA",82,2.66,0,0,0,0,0,0,0,0,0,0,0,0,1,22.56,0,1,22.56,0,1,22.56,0,0.07,1.5,6.64,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"70","ANDREW.DESJARDINS","20132014","Regular","C","S.J",81,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,1,0,-1,0,0,NA
"71","ANDREW.DESJARDINS","20152016","Regular","C","CHI",77,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"72","ANDREW.LADD","20132014","Regular","L","WPG",78,7.61,0,1,0,1,1,1,0,7.88,0,7.88,7.88,7.88,1,7.88,0,1,7.88,0,1,7.88,0,0.09,0.68,8.6,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22.14
"73","ANDREW.LADD","20142015","Regular","L","WPG",81,7.56,0,0,0,0,0,0,0,0,0,0,0,0,5,39.68,0,4,31.75,0,3,23.81,0,0.56,4.43,13.96,2,15.87,0,0,0,0,0,0,0,NA,1,0,-1,0,0,21.49
"74","ANDREW.LADD","20152016","Regular","L","CHI/WPG",78,4.82,1,0,0,0,1,1,12.45,0,0,0,12.45,12.45,3,37.34,33.33,2,24.9,50,2,24.9,50,0.32,3.97,15.93,1,12.45,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.49
"75","ANDREW.MACDONALD","20132014","Regular","D","NYI/PHI",82,5.07,0,2,1,3,3,2,0,23.67,11.83,35.5,35.5,23.67,1,11.83,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA
"76","ANDREW.SHAW","20132014","Regular","C","CHI",80,2.33,0,0,0,0,0,0,0,0,0,0,0,0,1,25.75,0,1,25.75,0,1,25.75,0,0.07,1.71,6.64,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"77","ANDREW.SHAW","20142015","Regular","C","CHI",79,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"78","ANDREW.SHAW","20152016","Regular","C","CHI",78,0.7,0,0,1,1,1,0,0,0,85.71,85.71,85.71,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,0,-1,0,0,NA
"79","ANDY.GREENE","20132014","Regular","D","N.J",82,2.18,0,0,0,0,0,0,0,0,0,0,0,0,1,27.52,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"80","ANDY.GREENE","20142015","Regular","D","N.J",82,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"81","ANDY.GREENE","20152016","Regular","D","N.J",82,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"82","ANTHONY.DUCLAIR","20152016","Regular","L","ARI",81,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1,53.57,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"83","ANTHONY.PELUSO","20142015","Regular","R","WPG",49,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"84","ANTOINE.ROUSSEL","20132014","Regular","L","DAL",81,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"85","ANTOINE.ROUSSEL","20142015","Regular","L","DAL",80,3.63,0,0,0,0,0,0,0,0,0,0,0,0,1,16.53,0,1,16.53,0,1,16.53,0,0.2,3.35,20.29,1,16.53,0,0,0,0,0,0,0,NA,0,0,0,0,0,10
"86","ANTOINE.ROUSSEL","20152016","Regular","L","DAL",80,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,0,-1,0,0,NA
"87","ANTOINE.VERMETTE","20132014","Regular","C","ARI",82,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,33.33,0,0,0,0,0,NA
"88","ANTOINE.VERMETTE","20142015","Regular","C","ARI",82,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,3,2,60,0,0,0,0,0,NA
"89","ANTOINE.VERMETTE","20152016","Regular","C","ARI",76,9.52,1,0,1,1,2,1,6.3,0,6.3,6.3,12.61,6.3,2,12.61,50,2,12.61,50,1,6.3,100,0.15,0.93,7.39,1,6.3,0,1,0,0,0,7,5,58.33,0,0,0,0,0,33.55
"90","ANTON.BELOV","20132014","Regular","D","EDM",57,4.34,0,0,1,1,1,0,0,0,13.82,13.82,13.82,0,4,55.3,0,4,55.3,0,2,27.65,0,0.23,3.16,5.71,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,42.37
"91","ANTON.LANDER","20132014","Regular","C","EDM",27,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"92","ANTON.LANDER","20142015","Regular","C","EDM",38,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,NA
"93","ANTON.STRALMAN","20142015","Regular","D","T.B",82,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"94","ANTON.STRALMAN","20152016","Regular","D","T.B",73,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"95","ANTON.VOLCHENKOV","20132014","Regular","D","N.J",56,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"96","ANZE.KOPITAR","20132014","Regular","C","L.A",82,4.85,0,1,0,1,1,1,0,12.37,0,12.37,12.37,12.37,1,12.37,0,1,12.37,0,1,12.37,0,0.21,2.59,20.91,1,12.37,0,0,0,0,0,3,1,75,0,0,0,1,0,31.4
"97","ANZE.KOPITAR","20142015","Regular","C","L.A",79,8.75,1,0,1,1,2,1,6.86,0,6.86,6.86,13.71,6.86,4,27.43,25,2,13.71,50,2,13.71,50,0.38,2.64,19.24,1,6.86,0,0,0,0,0,6,2,75,0,0,0,1,0,25.38
"98","ANZE.KOPITAR","20152016","Regular","C","L.A",81,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1,38.46,0,1,38.46,0,1,38.46,0,0.1,3.96,10.29,1,38.46,0,0,0,0,0,1,0,100,0,0,0,0,0,39.01
"99","ARTEM.ANISIMOV","20132014","Regular","C","CBJ",81,5.56,1,0,0,0,1,1,10.79,0,0,0,10.79,10.79,2,21.58,50,2,21.58,50,2,21.58,50,0.38,4.12,19.08,1,10.79,0,0,0,0,0,0,2,0,0,0,0,1,0,25.57
"100","ARTEM.ANISIMOV","20142015","Regular","C","CBJ",52,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"101","ARTEM.ANISIMOV","20152016","Regular","C","CHI",77,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,1,2,33.33,0,0,0,0,0,NA
"102","ARTEMI.PANARIN","20152016","Regular","C","CHI",80,9.69,2,0,1,1,3,2,12.38,0,6.19,6.19,18.58,12.38,5,30.96,40,5,30.96,40,5,30.96,40,0.72,4.46,14.4,4,24.77,0,0,0,0,0,0,0,NA,0,0,0,0,0,15.96
"103","BARCLAY.GOODROW","20142015","Regular","C","S.J",60,2.16,0,0,0,0,0,0,0,0,0,0,0,0,1,27.78,0,1,27.78,0,0,0,NA,0.15,4.06,14.61,1,27.78,0,0,0,0,0,0,0,NA,0,0,0,0,0,12.17
"104","BARCLAY.GOODROW","20152016","Regular","C","S.J",14,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,1,1,0,0,NA
"105","BEAU.BENNETT","20152016","Regular","R","PIT",33,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA
